"","POVST","Q16G"
"461","(4) 76 percent or more","(4) Completely adequate"
"462","(2) 26 to 50 percent","(3) Moderately adequate"
"463","(3) 51 to 75 percent","(4) Completely adequate"
"464","(2) 26 to 50 percent","(3) Moderately adequate"
"465","(3) 51 to 75 percent","(3) Moderately adequate"
"466","(3) 51 to 75 percent","(4) Completely adequate"
"467","(2) 26 to 50 percent","(4) Completely adequate"
"468","(2) 26 to 50 percent","(3) Moderately adequate"
"469","(1) 25 percent or less","(4) Completely adequate"
"470","(3) 51 to 75 percent","(3) Moderately adequate"
"471","(1) 25 percent or less","(3) Moderately adequate"
"472","(2) 26 to 50 percent","(3) Moderately adequate"
"473","(4) 76 percent or more","(4) Completely adequate"
"474","(3) 51 to 75 percent","(3) Moderately adequate"
"475","(3) 51 to 75 percent","(2) Minimally adequate"
"476","(2) 26 to 50 percent","(3) Moderately adequate"
"477","(4) 76 percent or more","(1) Not at all adequate"
"478","(2) 26 to 50 percent","(2) Minimally adequate"
"479","(4) 76 percent or more","(4) Completely adequate"
"480","(2) 26 to 50 percent","(3) Moderately adequate"
"481","(3) 51 to 75 percent","(2) Minimally adequate"
"482","(2) 26 to 50 percent","(4) Completely adequate"
"483","(2) 26 to 50 percent","(3) Moderately adequate"
"484","(2) 26 to 50 percent","(2) Minimally adequate"
"485","(1) 25 percent or less","(4) Completely adequate"
"486","(2) 26 to 50 percent","(3) Moderately adequate"
"487","(1) 25 percent or less","(4) Completely adequate"
"488","(3) 51 to 75 percent","(3) Moderately adequate"
"489","(3) 51 to 75 percent","(3) Moderately adequate"
"490","(3) 51 to 75 percent","(2) Minimally adequate"
"491","(3) 51 to 75 percent","(3) Moderately adequate"
"492","(2) 26 to 50 percent","(4) Completely adequate"
"493","(3) 51 to 75 percent","(4) Completely adequate"
"494","(1) 25 percent or less","(3) Moderately adequate"
"495","(4) 76 percent or more","(2) Minimally adequate"
"496","(3) 51 to 75 percent","(4) Completely adequate"
"497","(4) 76 percent or more","(3) Moderately adequate"
"498","(2) 26 to 50 percent","(4) Completely adequate"
"499","(4) 76 percent or more","(3) Moderately adequate"
"500","(1) 25 percent or less","(3) Moderately adequate"
"501","(1) 25 percent or less","(3) Moderately adequate"
"502","(1) 25 percent or less","(4) Completely adequate"
"503","(3) 51 to 75 percent","(3) Moderately adequate"
"504","(2) 26 to 50 percent","(3) Moderately adequate"
"505","(3) 51 to 75 percent","(3) Moderately adequate"
"506","(1) 25 percent or less","(4) Completely adequate"
"507","(1) 25 percent or less","(4) Completely adequate"
"508","(4) 76 percent or more","(1) Not at all adequate"
"509","(2) 26 to 50 percent","(4) Completely adequate"
"510","(2) 26 to 50 percent","(4) Completely adequate"
"511","(3) 51 to 75 percent","(1) Not at all adequate"
"512","(1) 25 percent or less","(3) Moderately adequate"
"513","(2) 26 to 50 percent","(2) Minimally adequate"
"514","(4) 76 percent or more","(4) Completely adequate"
"515","(2) 26 to 50 percent","(3) Moderately adequate"
"516","(1) 25 percent or less","(2) Minimally adequate"
"517","(1) 25 percent or less","(3) Moderately adequate"
"518","(2) 26 to 50 percent","(4) Completely adequate"
"519","(3) 51 to 75 percent","(4) Completely adequate"
"520","(4) 76 percent or more","(4) Completely adequate"
"521","(3) 51 to 75 percent","(3) Moderately adequate"
"522","(1) 25 percent or less","(4) Completely adequate"
"523","(1) 25 percent or less","(3) Moderately adequate"
"524","(1) 25 percent or less","(4) Completely adequate"
"525","(1) 25 percent or less","(3) Moderately adequate"
"526","(2) 26 to 50 percent","(1) Not at all adequate"
"527","(2) 26 to 50 percent","(4) Completely adequate"
"528","(1) 25 percent or less","(4) Completely adequate"
"529","(1) 25 percent or less","(4) Completely adequate"
"530","(3) 51 to 75 percent","(4) Completely adequate"
"531","(3) 51 to 75 percent","(1) Not at all adequate"
"532","(2) 26 to 50 percent","(2) Minimally adequate"
"533","(3) 51 to 75 percent","(4) Completely adequate"
"534","(4) 76 percent or more","(3) Moderately adequate"
"535","(1) 25 percent or less","(3) Moderately adequate"
"536","(2) 26 to 50 percent","(4) Completely adequate"
"537","(1) 25 percent or less","(3) Moderately adequate"
"538","(2) 26 to 50 percent","(4) Completely adequate"
"539","(2) 26 to 50 percent","(4) Completely adequate"
"540","(3) 51 to 75 percent","(4) Completely adequate"
"541","(2) 26 to 50 percent","(2) Minimally adequate"
"542","(3) 51 to 75 percent","(4) Completely adequate"
"543","(2) 26 to 50 percent","(4) Completely adequate"
"544","(2) 26 to 50 percent","(4) Completely adequate"
"545","(1) 25 percent or less","(3) Moderately adequate"
"546","(1) 25 percent or less","(4) Completely adequate"
"547","(1) 25 percent or less","(1) Not at all adequate"
"548","(4) 76 percent or more","(2) Minimally adequate"
"549","(2) 26 to 50 percent","(2) Minimally adequate"
"550","(3) 51 to 75 percent","(2) Minimally adequate"
"551","(2) 26 to 50 percent","(4) Completely adequate"
"552","(2) 26 to 50 percent","(3) Moderately adequate"
"553","(1) 25 percent or less","(3) Moderately adequate"
"554","(3) 51 to 75 percent","(2) Minimally adequate"
"555","(4) 76 percent or more","(1) Not at all adequate"
"556","(1) 25 percent or less","(1) Not at all adequate"
"557","(1) 25 percent or less","(2) Minimally adequate"
"558","(4) 76 percent or more","(3) Moderately adequate"
"559","(1) 25 percent or less","(4) Completely adequate"
"560","(4) 76 percent or more","(3) Moderately adequate"
"561","(4) 76 percent or more","(2) Minimally adequate"
"562","(2) 26 to 50 percent","(2) Minimally adequate"
"563","(3) 51 to 75 percent","(3) Moderately adequate"
"564","(2) 26 to 50 percent","(2) Minimally adequate"
"565","(2) 26 to 50 percent","(4) Completely adequate"
"566","(2) 26 to 50 percent","(3) Moderately adequate"
"567","(3) 51 to 75 percent","(1) Not at all adequate"
"568","(2) 26 to 50 percent","(4) Completely adequate"
"569","(3) 51 to 75 percent","(2) Minimally adequate"
"570","(3) 51 to 75 percent","(4) Completely adequate"
"571","(3) 51 to 75 percent","(2) Minimally adequate"
"572","(4) 76 percent or more","(1) Not at all adequate"
"573","(3) 51 to 75 percent","(4) Completely adequate"
"574","(4) 76 percent or more","(3) Moderately adequate"
"575","(1) 25 percent or less","(4) Completely adequate"
"576","(1) 25 percent or less","(4) Completely adequate"
"577","(3) 51 to 75 percent","(4) Completely adequate"
"578","(3) 51 to 75 percent","(3) Moderately adequate"
"579","(1) 25 percent or less","(4) Completely adequate"
"580","(1) 25 percent or less","(3) Moderately adequate"
"581","(3) 51 to 75 percent","(4) Completely adequate"
"582","(4) 76 percent or more","(4) Completely adequate"
"583","(1) 25 percent or less","(4) Completely adequate"
"584","(2) 26 to 50 percent","(4) Completely adequate"
"585","(4) 76 percent or more","(1) Not at all adequate"
"586","(1) 25 percent or less","(4) Completely adequate"
"587","(1) 25 percent or less","(2) Minimally adequate"
"588","(3) 51 to 75 percent","(3) Moderately adequate"
"589","(2) 26 to 50 percent","(3) Moderately adequate"
"590","(4) 76 percent or more","(4) Completely adequate"
"591","(3) 51 to 75 percent","(3) Moderately adequate"
"592","(3) 51 to 75 percent","(1) Not at all adequate"
"593","(4) 76 percent or more","(3) Moderately adequate"
"594","(1) 25 percent or less","(4) Completely adequate"
"595","(3) 51 to 75 percent","(3) Moderately adequate"
"596","(4) 76 percent or more","(3) Moderately adequate"
"597","(2) 26 to 50 percent","(2) Minimally adequate"
"598","(1) 25 percent or less","(2) Minimally adequate"
"599","(1) 25 percent or less","(4) Completely adequate"
"600","(3) 51 to 75 percent","(3) Moderately adequate"
"601","(3) 51 to 75 percent","(3) Moderately adequate"
"602","(1) 25 percent or less","(3) Moderately adequate"
"603","(2) 26 to 50 percent","(3) Moderately adequate"
"604","(3) 51 to 75 percent","(4) Completely adequate"
"605","(4) 76 percent or more","(3) Moderately adequate"
"606","(1) 25 percent or less","(4) Completely adequate"
"607","(4) 76 percent or more","(4) Completely adequate"
"608","(2) 26 to 50 percent","(1) Not at all adequate"
"609","(2) 26 to 50 percent","(4) Completely adequate"
"610","(1) 25 percent or less","(3) Moderately adequate"
"611","(3) 51 to 75 percent","(4) Completely adequate"
"612","(2) 26 to 50 percent","(4) Completely adequate"
"613","(4) 76 percent or more","(3) Moderately adequate"
"614","(2) 26 to 50 percent","(2) Minimally adequate"
"615","(4) 76 percent or more","(4) Completely adequate"
"616","(4) 76 percent or more","(3) Moderately adequate"
"617","(1) 25 percent or less","(4) Completely adequate"
"618","(2) 26 to 50 percent","(3) Moderately adequate"
"619","(2) 26 to 50 percent","(3) Moderately adequate"
"620","(1) 25 percent or less","(4) Completely adequate"
"621","(3) 51 to 75 percent","(4) Completely adequate"
"622","(2) 26 to 50 percent","(4) Completely adequate"
"623","(1) 25 percent or less","(4) Completely adequate"
"624","(3) 51 to 75 percent","(2) Minimally adequate"
"625","(1) 25 percent or less","(3) Moderately adequate"
"626","(1) 25 percent or less","(4) Completely adequate"
"627","(2) 26 to 50 percent","(4) Completely adequate"
"628","(1) 25 percent or less","(4) Completely adequate"
"629","(3) 51 to 75 percent","(3) Moderately adequate"
"630","(3) 51 to 75 percent","(4) Completely adequate"
"631","(4) 76 percent or more","(1) Not at all adequate"
"632","(1) 25 percent or less","(4) Completely adequate"
"633","(2) 26 to 50 percent","(3) Moderately adequate"
"634","(4) 76 percent or more","(2) Minimally adequate"
"635","(2) 26 to 50 percent","(2) Minimally adequate"
"636","(2) 26 to 50 percent","(4) Completely adequate"
"637","(1) 25 percent or less","(3) Moderately adequate"
"638","(3) 51 to 75 percent","(1) Not at all adequate"
"639","(1) 25 percent or less","(4) Completely adequate"
"640","(1) 25 percent or less","(4) Completely adequate"
"641","(3) 51 to 75 percent","(4) Completely adequate"
"642","(3) 51 to 75 percent","(4) Completely adequate"
"643","(2) 26 to 50 percent","(3) Moderately adequate"
"644","(3) 51 to 75 percent","(3) Moderately adequate"
"645","(2) 26 to 50 percent","(4) Completely adequate"
"646","(2) 26 to 50 percent","(2) Minimally adequate"
"647","(3) 51 to 75 percent","(2) Minimally adequate"
"648","(4) 76 percent or more","(4) Completely adequate"
"649","(2) 26 to 50 percent","(3) Moderately adequate"
"650","(2) 26 to 50 percent","(4) Completely adequate"
"651","(1) 25 percent or less","(2) Minimally adequate"
"652","(1) 25 percent or less","(3) Moderately adequate"
"653","(3) 51 to 75 percent","(2) Minimally adequate"
"654","(4) 76 percent or more","(2) Minimally adequate"
"655","(4) 76 percent or more","(3) Moderately adequate"
"656","(4) 76 percent or more","(1) Not at all adequate"
"657","(1) 25 percent or less","(4) Completely adequate"
"658","(1) 25 percent or less","(4) Completely adequate"
"659","(4) 76 percent or more","(3) Moderately adequate"
"660","(4) 76 percent or more","(4) Completely adequate"
"661","(1) 25 percent or less","(3) Moderately adequate"
"662","(4) 76 percent or more","(4) Completely adequate"
"663","(3) 51 to 75 percent","(2) Minimally adequate"
"664","(1) 25 percent or less","(3) Moderately adequate"
"665","(3) 51 to 75 percent","(2) Minimally adequate"
"666","(1) 25 percent or less","(4) Completely adequate"
"667","(4) 76 percent or more","(4) Completely adequate"
"668","(3) 51 to 75 percent","(4) Completely adequate"
"669","(3) 51 to 75 percent","(3) Moderately adequate"
"670","(2) 26 to 50 percent","(2) Minimally adequate"
"671","(4) 76 percent or more","(1) Not at all adequate"
"672","(3) 51 to 75 percent","(3) Moderately adequate"
"673","(2) 26 to 50 percent","(2) Minimally adequate"
"674","(2) 26 to 50 percent","(4) Completely adequate"
"675","(4) 76 percent or more","(3) Moderately adequate"
"676","(1) 25 percent or less","(3) Moderately adequate"
"677","(3) 51 to 75 percent","(2) Minimally adequate"
"678","(4) 76 percent or more","(4) Completely adequate"
"679","(3) 51 to 75 percent","(2) Minimally adequate"
"680","(4) 76 percent or more","(3) Moderately adequate"
"681","(1) 25 percent or less","(2) Minimally adequate"
"682","(1) 25 percent or less","(4) Completely adequate"
"683","(4) 76 percent or more","(2) Minimally adequate"
"684","(3) 51 to 75 percent","(3) Moderately adequate"
"685","(1) 25 percent or less","(4) Completely adequate"
"686","(3) 51 to 75 percent","(4) Completely adequate"
"687","(1) 25 percent or less","(4) Completely adequate"
"688","(1) 25 percent or less","(3) Moderately adequate"
"689","(2) 26 to 50 percent","(3) Moderately adequate"
"690","(2) 26 to 50 percent","(4) Completely adequate"
"691","(3) 51 to 75 percent","(3) Moderately adequate"
"692","(2) 26 to 50 percent","(3) Moderately adequate"
"693","(1) 25 percent or less","(3) Moderately adequate"
"694","(1) 25 percent or less","(4) Completely adequate"
"695","(1) 25 percent or less","(4) Completely adequate"
"696","(4) 76 percent or more","(2) Minimally adequate"
"697","(1) 25 percent or less","(4) Completely adequate"
"698","(4) 76 percent or more","(3) Moderately adequate"
"699","(3) 51 to 75 percent","(2) Minimally adequate"
"700","(4) 76 percent or more","(4) Completely adequate"
"701","(2) 26 to 50 percent","(3) Moderately adequate"
"702","(1) 25 percent or less","(4) Completely adequate"
"703","(4) 76 percent or more","(1) Not at all adequate"
"704","(1) 25 percent or less","(4) Completely adequate"
"705","(2) 26 to 50 percent","(3) Moderately adequate"
"706","(3) 51 to 75 percent","(2) Minimally adequate"
"707","(2) 26 to 50 percent","(4) Completely adequate"
"708","(1) 25 percent or less","(3) Moderately adequate"
"709","(4) 76 percent or more","(2) Minimally adequate"
"710","(4) 76 percent or more","(3) Moderately adequate"
"711","(2) 26 to 50 percent","(4) Completely adequate"
"712","(2) 26 to 50 percent","(4) Completely adequate"
"713","(1) 25 percent or less","(4) Completely adequate"
"714","(1) 25 percent or less","(3) Moderately adequate"
"715","(2) 26 to 50 percent","(4) Completely adequate"
"716","(4) 76 percent or more","(3) Moderately adequate"
"717","(2) 26 to 50 percent","(4) Completely adequate"
"718","(4) 76 percent or more","(4) Completely adequate"
"719","(1) 25 percent or less","(4) Completely adequate"
"720","(2) 26 to 50 percent","(4) Completely adequate"
"721","(2) 26 to 50 percent","(3) Moderately adequate"
"722","(3) 51 to 75 percent","(3) Moderately adequate"
"723","(3) 51 to 75 percent","(4) Completely adequate"
"724","(3) 51 to 75 percent","(3) Moderately adequate"
"725","(1) 25 percent or less","(3) Moderately adequate"
"726","(3) 51 to 75 percent","(4) Completely adequate"
"727","(3) 51 to 75 percent","(4) Completely adequate"
"728","(4) 76 percent or more","(1) Not at all adequate"
"729","(1) 25 percent or less","(3) Moderately adequate"
"730","(1) 25 percent or less","(2) Minimally adequate"
"731","(4) 76 percent or more","(2) Minimally adequate"
"732","(2) 26 to 50 percent","(4) Completely adequate"
"733","(1) 25 percent or less","(4) Completely adequate"
"734","(3) 51 to 75 percent","(1) Not at all adequate"
"735","(1) 25 percent or less","(4) Completely adequate"
"736","(4) 76 percent or more","(4) Completely adequate"
"737","(2) 26 to 50 percent","(3) Moderately adequate"
"738","(3) 51 to 75 percent","(4) Completely adequate"
"739","(3) 51 to 75 percent","(4) Completely adequate"
"740","(1) 25 percent or less","(4) Completely adequate"
"741","(3) 51 to 75 percent","(3) Moderately adequate"
"742","(2) 26 to 50 percent","(3) Moderately adequate"
"743","(1) 25 percent or less","(4) Completely adequate"
"744","(4) 76 percent or more","(3) Moderately adequate"
"745","(3) 51 to 75 percent","(4) Completely adequate"
"746","(4) 76 percent or more","(3) Moderately adequate"
"747","(4) 76 percent or more","(3) Moderately adequate"
"748","(2) 26 to 50 percent","(2) Minimally adequate"
"749","(4) 76 percent or more","(4) Completely adequate"
"750","(4) 76 percent or more","(4) Completely adequate"
"751","(2) 26 to 50 percent","(4) Completely adequate"
"752","(2) 26 to 50 percent","(2) Minimally adequate"
"753","(2) 26 to 50 percent","(4) Completely adequate"
"754","(1) 25 percent or less","(2) Minimally adequate"
"755","(3) 51 to 75 percent","(3) Moderately adequate"
"756","(4) 76 percent or more","(3) Moderately adequate"
"757","(3) 51 to 75 percent","(3) Moderately adequate"
"758","(1) 25 percent or less","(2) Minimally adequate"
"759","(2) 26 to 50 percent","(3) Moderately adequate"
"760","(4) 76 percent or more","(4) Completely adequate"
"761","(2) 26 to 50 percent","(3) Moderately adequate"
"762","(2) 26 to 50 percent","(4) Completely adequate"
"763","(1) 25 percent or less","(3) Moderately adequate"
"764","(3) 51 to 75 percent","(4) Completely adequate"
"765","(2) 26 to 50 percent","(3) Moderately adequate"
"766","(1) 25 percent or less","(4) Completely adequate"
"767","(2) 26 to 50 percent","(1) Not at all adequate"
"768","(3) 51 to 75 percent","(4) Completely adequate"
"769","(4) 76 percent or more","(4) Completely adequate"
"770","(2) 26 to 50 percent","(4) Completely adequate"
"771","(2) 26 to 50 percent","(3) Moderately adequate"
"772","(1) 25 percent or less","(4) Completely adequate"
"773","(1) 25 percent or less","(4) Completely adequate"
"774","(4) 76 percent or more","(3) Moderately adequate"
"775","(3) 51 to 75 percent","(4) Completely adequate"
"776","(1) 25 percent or less","(4) Completely adequate"
"777","(4) 76 percent or more","(2) Minimally adequate"
"778","(3) 51 to 75 percent","(4) Completely adequate"
"779","(2) 26 to 50 percent","(4) Completely adequate"
"780","(1) 25 percent or less","(3) Moderately adequate"
"781","(4) 76 percent or more","(2) Minimally adequate"
"782","(3) 51 to 75 percent","(3) Moderately adequate"
"783","(3) 51 to 75 percent","(3) Moderately adequate"
"784","(4) 76 percent or more","(2) Minimally adequate"
"785","(1) 25 percent or less","(4) Completely adequate"
"786","(3) 51 to 75 percent","(4) Completely adequate"
"787","(2) 26 to 50 percent","(3) Moderately adequate"
"788","(4) 76 percent or more","(3) Moderately adequate"
"789","(1) 25 percent or less","(3) Moderately adequate"
"790","(1) 25 percent or less","(4) Completely adequate"
"791","(1) 25 percent or less","(3) Moderately adequate"
"792","(1) 25 percent or less","(4) Completely adequate"
"793","(4) 76 percent or more","(2) Minimally adequate"
"794","(3) 51 to 75 percent","(3) Moderately adequate"
"795","(1) 25 percent or less","(4) Completely adequate"
"796","(2) 26 to 50 percent","(4) Completely adequate"
"797","(4) 76 percent or more","(3) Moderately adequate"
"798","(1) 25 percent or less","(4) Completely adequate"
"799","(4) 76 percent or more","(4) Completely adequate"
"800","(1) 25 percent or less","(3) Moderately adequate"
"801","(3) 51 to 75 percent","(4) Completely adequate"
"802","(2) 26 to 50 percent","(4) Completely adequate"
"803","(2) 26 to 50 percent","(4) Completely adequate"
"804","(3) 51 to 75 percent","(3) Moderately adequate"
"805","(2) 26 to 50 percent","(3) Moderately adequate"
"806","(4) 76 percent or more","(4) Completely adequate"
"807","(2) 26 to 50 percent","(4) Completely adequate"
"808","(1) 25 percent or less","(3) Moderately adequate"
"809","(1) 25 percent or less","(3) Moderately adequate"
"810","(1) 25 percent or less","(3) Moderately adequate"
"811","(3) 51 to 75 percent","(3) Moderately adequate"
"812","(2) 26 to 50 percent","(4) Completely adequate"
"813","(2) 26 to 50 percent","(4) Completely adequate"
"814","(4) 76 percent or more","(1) Not at all adequate"
"815","(3) 51 to 75 percent","(3) Moderately adequate"
"816","(1) 25 percent or less","(3) Moderately adequate"
"817","(1) 25 percent or less","(3) Moderately adequate"
"818","(1) 25 percent or less","(4) Completely adequate"
"819","(4) 76 percent or more","(2) Minimally adequate"
"820","(3) 51 to 75 percent","(4) Completely adequate"
"821","(1) 25 percent or less","(3) Moderately adequate"
"822","(4) 76 percent or more","(3) Moderately adequate"
"823","(2) 26 to 50 percent","(3) Moderately adequate"
"824","(3) 51 to 75 percent","(3) Moderately adequate"
"825","(3) 51 to 75 percent","(1) Not at all adequate"
"826","(2) 26 to 50 percent","(3) Moderately adequate"
"827","(2) 26 to 50 percent","(2) Minimally adequate"
"828","(4) 76 percent or more","(3) Moderately adequate"
"829","(4) 76 percent or more","(3) Moderately adequate"
"830","(3) 51 to 75 percent","(4) Completely adequate"
"831","(1) 25 percent or less","(4) Completely adequate"
"832","(1) 25 percent or less","(4) Completely adequate"
"833","(2) 26 to 50 percent","(3) Moderately adequate"
"834","(3) 51 to 75 percent","(2) Minimally adequate"
"835","(1) 25 percent or less","(4) Completely adequate"
"836","(4) 76 percent or more","(4) Completely adequate"
"837","(3) 51 to 75 percent","(4) Completely adequate"
"838","(4) 76 percent or more","(2) Minimally adequate"
"839","(4) 76 percent or more","(3) Moderately adequate"
"840","(1) 25 percent or less","(2) Minimally adequate"
"841","(1) 25 percent or less","(4) Completely adequate"
"842","(1) 25 percent or less","(4) Completely adequate"
"843","(1) 25 percent or less","(4) Completely adequate"
"844","(3) 51 to 75 percent","(4) Completely adequate"
"845","(3) 51 to 75 percent","(3) Moderately adequate"
"846","(3) 51 to 75 percent","(3) Moderately adequate"
"847","(4) 76 percent or more","(3) Moderately adequate"
"848","(4) 76 percent or more","(3) Moderately adequate"
"849","(1) 25 percent or less","(3) Moderately adequate"
"850","(2) 26 to 50 percent","(2) Minimally adequate"
"851","(4) 76 percent or more","(4) Completely adequate"
"852","(3) 51 to 75 percent","(4) Completely adequate"
"853","(2) 26 to 50 percent","(3) Moderately adequate"
"854","(1) 25 percent or less","(3) Moderately adequate"
"855","(1) 25 percent or less","(2) Minimally adequate"
"856","(1) 25 percent or less","(4) Completely adequate"
"857","(4) 76 percent or more","(4) Completely adequate"
"858","(2) 26 to 50 percent","(4) Completely adequate"
"859","(4) 76 percent or more","(2) Minimally adequate"
"860","(2) 26 to 50 percent","(3) Moderately adequate"
"861","(1) 25 percent or less","(3) Moderately adequate"
"862","(1) 25 percent or less","(4) Completely adequate"
"863","(3) 51 to 75 percent","(2) Minimally adequate"
"864","(4) 76 percent or more","(4) Completely adequate"
"865","(1) 25 percent or less","(4) Completely adequate"
"866","(2) 26 to 50 percent","(3) Moderately adequate"
"867","(1) 25 percent or less","(4) Completely adequate"
"868","(1) 25 percent or less","(4) Completely adequate"
"869","(1) 25 percent or less","(3) Moderately adequate"
"870","(1) 25 percent or less","(4) Completely adequate"
"871","(1) 25 percent or less","(4) Completely adequate"
"872","(2) 26 to 50 percent","(4) Completely adequate"
"873","(2) 26 to 50 percent","(4) Completely adequate"
"874","(3) 51 to 75 percent","(3) Moderately adequate"
"875","(3) 51 to 75 percent","(3) Moderately adequate"
"876","(2) 26 to 50 percent","(2) Minimally adequate"
"877","(2) 26 to 50 percent","(4) Completely adequate"
"878","(2) 26 to 50 percent","(3) Moderately adequate"
"879","(2) 26 to 50 percent","(3) Moderately adequate"
"880","(3) 51 to 75 percent","(3) Moderately adequate"
"881","(2) 26 to 50 percent","(4) Completely adequate"
"882","(3) 51 to 75 percent","(4) Completely adequate"
"883","(1) 25 percent or less","(4) Completely adequate"
"884","(3) 51 to 75 percent","(3) Moderately adequate"
"885","(3) 51 to 75 percent","(3) Moderately adequate"
"886","(3) 51 to 75 percent","(2) Minimally adequate"
"887",NA,"(3) Moderately adequate"
"888","(4) 76 percent or more","(1) Not at all adequate"
"889","(3) 51 to 75 percent","(3) Moderately adequate"
"890","(1) 25 percent or less","(3) Moderately adequate"
"891","(4) 76 percent or more","(3) Moderately adequate"
"892","(4) 76 percent or more","(3) Moderately adequate"
"893","(3) 51 to 75 percent","(4) Completely adequate"
"894","(4) 76 percent or more","(2) Minimally adequate"
"895","(4) 76 percent or more","(3) Moderately adequate"
"896","(4) 76 percent or more","(4) Completely adequate"
"897","(2) 26 to 50 percent","(4) Completely adequate"
"898","(4) 76 percent or more","(3) Moderately adequate"
"899","(3) 51 to 75 percent","(4) Completely adequate"
"900","(4) 76 percent or more","(3) Moderately adequate"
"901","(3) 51 to 75 percent","(1) Not at all adequate"
"902","(4) 76 percent or more","(3) Moderately adequate"
"903","(3) 51 to 75 percent","(3) Moderately adequate"
"904","(2) 26 to 50 percent","(2) Minimally adequate"
"905","(3) 51 to 75 percent","(3) Moderately adequate"
"906","(4) 76 percent or more","(2) Minimally adequate"
"907","(2) 26 to 50 percent","(3) Moderately adequate"
"908","(3) 51 to 75 percent","(4) Completely adequate"
"909","(2) 26 to 50 percent","(1) Not at all adequate"
"910","(3) 51 to 75 percent","(3) Moderately adequate"
"911","(2) 26 to 50 percent","(3) Moderately adequate"
"912","(1) 25 percent or less","(3) Moderately adequate"
"913","(3) 51 to 75 percent","(4) Completely adequate"
"914","(4) 76 percent or more","(3) Moderately adequate"
"915","(2) 26 to 50 percent","(4) Completely adequate"
"916","(3) 51 to 75 percent","(3) Moderately adequate"
"917","(2) 26 to 50 percent","(3) Moderately adequate"
"918","(1) 25 percent or less","(3) Moderately adequate"
